timestamp,txid,src_ip,dst_ip,src_port,dst_port,src_country,dst_country,src_asn,dst_asn,input_addresses,output_addresses,input_amounts,output_amounts,fee,script_type,is_anomaly,anomaly_type
2025-01-20T12:13:04,dc49a0cc311e4ca4847203af3ccf9b00c6d18f25992341d3932664cc46e47b69,147.25.6.198,234.235.64.4,45926,8333,FR,FR,13033,13038,bc1qe6b228e7b3254d03b8eba95430ee4d1a,bc1qf0db3e22807d43da8263e984d4a885a8,0.01055305,0.0105243,2.875e-05,P2WPKH,0,none
2025-01-22T14:56:11,4e37a4030a8b40db9d9e7fc0f2fbbcbd623692be848b48faa96a5c766dc85dc2,201.115.224.64,83.105.74.105,14575,8333,US,DE,13014,13039,bc1q94838cd885e74bc2b83738db66ca4d6c|bc1qb06f0fcae01347e08e620e2271486ad4,bc1q4be64156383449eab7b37420995e5969|bc1qc2a8d8a185254c3993290dc3cbb3033b|bc1qc5a256ccd59c4fe2827da0d15687f5a6,0.08135411|0.19693913,0.10491185|0.14379809|0.02885814,0.00072516,P2PKH,0,none
2025-01-11T03:10:39,61683cedd48d4868a556ddfa30dfa1de77dca48633624def86776df5b9ee5f08,174.184.6.124,219.13.62.186,60628,8333,US,US,13025,13028,bc1qc0d06fedf2044b4996ebecf103aa6102,bc1qd47f3085e25b4872ab95329e8e5c8cbd,0.04376139,0.04373216,2.923e-05,P2WSH,0,none
2025-01-11T12:49:58,4431c2a069ce4fb99d4fc4b3fb7fd88f0146e57d49da43bfa54bff9d2c3f6afb,105.45.125.34,194.136.197.15,17030,8333,US,US,13009,13036,bc1qc0d06fedf2044b4996ebecf103aa6102,bc1q270e53e0a38b42619e1c073366e71798|bc1q7a3ae39f8c9841448561e50d34252052|bc1qda980101b4e24381b81974887515554a,0.00959565,0.002474|0.007073|3.721e-05,1.144e-05,P2PKH,0,none
2025-01-28T17:58:43,ceb67d035dbb40f8b2eed28e5866b036a9ee1e039aeb4d09a9ff6898a1138240,84.135.191.53,139.161.62.34,48260,8333,FR,JP,13015,13019,bc1qb324625592c24c12b14e7fabfb7d73d7,bc1q789f8d8df9bd48d0bc77f7a09fbc2eea|bc1q779df781ef9f44abb906cf4928bb96a4|bc1q6918e0be2fc34a5891f8c590a5cfd834,0.14647458,0.01580489|0.09722303|0.03318624,0.00026042,P2PKH,0,none
2025-01-29T12:10:25,3cc63af59bdb4984929a38bcada6f1c2cd8a958dc25948e1b20dbe8c64353da5,111.204.181.248,112.138.131.230,1919,8333,GB,BR,13031,13012,bc1q3baa9db921914e958b3315750a8c05c1|bc1q37ea0b285e9c434f88125fd12e03f59e|bc1q08f012868d404018960dd7815c2d8dd3,bc1qbe7cef837621440c8833b3c7a00536ba|bc1q6d8d3f86f3474f8da70696b90b7a9e7e,0.01752214|0.05029077|0.03797115,0.01608618|0.08962666,7.122e-05,P2WPKH,0,none
2025-01-19T21:49:26,612f52ff134b413ba0856bfbe00bbffacd3e81cb93eb4c5681306a8e21701ea7,194.136.197.15,213.46.60.68,54755,8333,US,SG,13036,13012,bc1q6177cb9b40ec40fc86659c9ea2a0fa90,bc1qa8b29bf09c644183b1774d7ec53c8ac0|bc1q103eac67f73448a2b9e2e1edc66f8756,0.56220528,0.38799271|0.1726383,0.00157427,P2WPKH,0,none
2025-01-02T05:26:28,ee379c36c3b1484e85d7974013b8b1e2bc3ca45cf37846cd99912688fd544976,93.40.242.23,194.218.13.46,17547,8333,DE,US,13023,13027,bc1q7589cbd9daed4cdf83adfc2be99afa2e,bc1qadd477ba3cd64f9fad5b01eaafc699ca|bc1q7759bf1dad5f4bfd80d5b33f6fd8d86e,0.05104991,0.02084914|0.03007008,0.00013069,P2SH,0,none
2025-01-09T17:16:31,b7a43c0f52d640b28da32a4204acce56de4a6bb568394a6a91494dabac90821f,210.89.65.185,200.20.206.5,31549,8333,SG,IN,13037,13011,bc1qde6fb882bd2d49d591d69f56c9f38bf7|bc1q4ab2b64f39764368aef81418cf34b06b,bc1q44e6deb93ce2453ab91931d5b4d5bc15|bc1q88bf119ad0a44325921f910677b7501e,0.04310042|0.01498702,0.04521908|0.01270645,0.00016191,P2WPKH,0,none
2025-01-09T23:57:56,ffa754af791644a88c787c9570ca0dce08d1f60ed9d7485e82182680e50313f9,203.127.100.169,94.214.114.129,37530,8333,DE,SG,13018,13037,bc1qb5b5275c74c2402794b540c5fc2521e9,bc1qa0d5f657cc6a4279a94d1f521cacd0ec|bc1q3b49576a18154ddebe5d9b00a6e90f60,0.03946607,0.02081734|0.01862435,2.438e-05,P2SH,0,none
2025-01-13T07:15:43,77d1314a62aa4577889726eff4c349c98feb9e2415af403382fbc63f2d90a919,139.161.62.34,198.33.251.204,44611,8333,JP,GB,13019,13007,bc1q0206f9f2766e434a84cb696259e669ed|bc1q26ad1cc5e49a4c628b834b70c3ba9d1c,bc1q1a1ba04e4abb4d74bc4d1ac837e9038a|bc1q0166fbed087c41e48c8cc35ad36812c5,0.29161816|0.05399541,0.24641093|0.0984329,0.00076974,P2SH,0,none
2025-01-29T09:32:06,925c239dbcbf4642915f6290833cde27ca43485f838b4a3880bec71f700807e4,201.59.130.162,120.52.207.69,31918,8333,DE,BR,13024,13026,bc1qd75cc0091d30432f952a0f49bdafcea9|bc1q6108c8199d544c5395ce9fd935ffc01d|bc1q067bf58be75246d09fbde9f6162c0334,bc1q806a4f082a544165a73b2d3ffba4998b,0.15206095|0.03523714|0.49973612,0.68556903,0.00146518,P2WPKH,0,none
2025-01-15T07:45:01,f99b63d658c0445280c0462a7bdb27c232131c6060964670981a838352d9d80a,237.64.120.101,139.161.62.34,51680,8333,DE,JP,13021,13019,bc1q4ce88fbfbf8343c6aef474b5c1968679|bc1q689439522fb347b9bf08afa37d3f52ab|bc1qbe5ac544625a445aa7452d3770f9dc13,bc1qb6b8159845b64fa79c4441b727568518|bc1q78787a2def5f49bc824631210204846e,0.22411338|0.02516631|0.0064476,0.1016583|0.15369475,0.00037424,P2PKH,0,none
2025-01-19T17:05:28,dc645dc2e50c416486e851e247a9f95d77ded2e7b81c4b7e8dbb648e39b34b09,111.233.48.42,199.221.219.150,59900,8333,IN,US,13007,13036,bc1q4d0ff1e24b4a40a88db68068e662f13f,bc1q48184498b5d84a8fb8c236c34148bd1a|bc1q3beedba9580a4627bd6af79614c88202|bc1q5a75cc324ddd41a28676d84dba62ad00,0.01217332,0.00366076|0.00839753|9.56e-05,1.942e-05,P2PKH,0,none
2025-01-11T20:24:22,e2f4c16b7e1e4c3ab9886eaec45da7272f42be0712414eb5bf0b77250231956b,144.188.78.102,211.223.162.239,38278,8333,FR,DE,13032,13032,bc1qf6173ea56f204afc85af8269422c3f4a|bc1q14f7107af37b457296637219e3cd4e7c,bc1q751e938e4cc849eaa55842f8b21985d1|bc1q4f13354e7aa4417f95269f4d7a320093,0.06684002|0.03388845,0.02863538|0.07194864,0.00014445,P2PKH,0,none
2025-01-11T20:00:38,9b0a72fd78004872bab90b648d159721890987f192194729b1986678ea8d0899,194.18.9.194,218.230.133.251,49110,8333,IN,IN,13021,13021,bc1qc8069646ff714f7291b090413dbc8e37|bc1qde6fb882bd2d49d591d69f56c9f38bf7|bc1q8585f02a92be47bca75610795dd7e9f6,bc1q938139fbef474bf680ee211c83bff98a|bc1q93e19c0deb9244268cb455e14043a8ac|bc1qd730984470a94f42a2cf02acdbb0b183,0.43276654|6.38597199|0.13045141,1.64687219|4.78059985|0.51553513,0.00618277,P2PKH,0,none
2025-01-07T07:57:18,9aacf60834e74f5e8239432bcb032bf3e9554f20c92b4cec97a93c5b3c90a303,32.83.239.44,9.138.5.219,39077,8333,GB,US,13029,13007,bc1q14b681e115114e6c89436b7f804a21c4,bc1q4947246f41fe4d8d9fabc74780ee1879,0.03027501,0.03021589,5.912e-05,P2PKH,0,none
2025-01-27T00:52:04,2086dd44832e4870b8788c085d235fd550be310a793c4a1491d3e1b25f10e0e1,20.70.71.243,213.14.250.115,21351,8333,US,FR,13022,13012,bc1qbd33a2a75fe143c9bf0088e76b47c357|bc1qc5a6aa12621a4bdd8e8c3f4de8833a62|bc1q720c18fb45a846098fb18310b4439d02,bc1q649f9b2996164f94b152138265df2795|bc1qf56d6e0e41364f2ba7e2157105a9b0c9,0.09283635|0.09896747|0.17972629,0.11687175|0.25379629,0.00086207,P2PKH,0,none
2025-01-15T07:03:38,f8ca5e078fef452fa6b00ec459a07ae5b549165b7b1b4899a157b6e0959b5437,154.83.155.109,19.139.58.31,1452,8333,RU,SG,13018,13038,bc1q9efdc51b48944a768ba8fb709546a832|bc1q103eac67f73448a2b9e2e1edc66f8756|bc1q0e23df12abb9474cba21700c401ce826,bc1q185af3664b29477ba9bcb54921a3bafc|bc1qb70e88305bc44b98bf10c4bb78bbcbca,0.01322488|0.00677432|0.04987129,0.03860876|0.0310757,0.00018603,P2PKH,0,none
2025-01-19T04:42:13,efb53014aaaf4dbcbb3baa96a5e258966b6eada79ffc42aea6042e89ad30c2d4,117.123.129.23,94.236.158.139,54123,8333,SG,DE,13007,13013,bc1qe96e591c879d4eb6880507b93e56e261|bc1q055d9c0464f843e29bad5976879e0bdb|bc1q047e3185d048471caa2566a5605863d0,bc1q45e03dabf93748c98b9922100aaf1a47,0.01835711|0.10511506|0.02863776,0.15167245,0.00043748,P2PKH,0,none
2025-01-17T13:03:54,f5f089bec1504463a01216e7a1d946e6db8e10c371274f8fb9c1efaea068eebf,115.81.81.58,72.8.198.85,28213,8333,US,US,13034,13013,bc1q5887191d9ce343ba9f992c91e697ba54|bc1qb16c4ffea50c4305aa4a24622deca9e8|bc1q88cf428cc82e467e8bf5077b640e7dd8,bc1qca5e1291fa044ee089c953af0a12cb16|bc1q86e2571ee7c14b80aacfece053e34818,0.00143704|0.0575608|0.10615462,0.02039457|0.14435753,0.00040036,P2SH,0,none
2025-01-28T04:33:35,e420045b267a42a5a531c3cf8cdb88aad284c2cbd6304d6c8f0baf8d7dd6b0fe,51.45.47.23,62.215.218.142,37001,8333,DE,IN,13000,13005,bc1qda7112ace0be444fb888ec958b586562|bc1qc19ae4c1352f42bbbfbb4bcfe9762102,bc1qbb517331545548709334bf84c1c4c03b|bc1q3beedba9580a4627bd6af79614c88202,0.0108371|0.00944027,0.01402005|0.00622926,2.806e-05,P2WPKH,0,none
2025-01-29T05:10:33,ce1e4310210d48bd97689aa414f81d233354d7dbb7644e2484bb7e70c9ad6e14,112.138.131.230,49.211.215.164,18043,8333,BR,US,13012,13035,bc1q0d00983856a14dca8f101e8f37037f62|bc1qe979939492f6479ca5e9c6b73692ccf0|bc1q78a98731a3f144e0a22973676ebe9ee6,bc1qf94e949f10504c37b31e337e712e0fe5|bc1q0f54c18b9fae4953ad5b5df7e518687a,0.07545393|0.14571|0.03049556,0.08999659|0.16145266,0.00021024,P2SH,0,none
2025-01-10T06:22:11,ebd82bbc47664b61bbb6ed7b70207063306d209be0f2486eb70fcc7920d82505,120.153.194.206,83.105.74.105,9270,8333,FR,DE,13033,13039,bc1q44a2a05139b145d49a99d77f7243e716,bc1qb5b5275c74c2402794b540c5fc2521e9|bc1qe96e591c879d4eb6880507b93e56e261,0.07340458,0.02223602|0.05112076,4.78e-05,P2WPKH,0,none
2025-01-15T21:56:46,9973898e8748484783a2841c3fd0fec8d9e91a3f1333454ab9e10cbf2d1e9206,206.13.222.70,94.214.114.129,50163,8333,US,SG,13006,13037,bc1q48678147d87a4594a50160da0a2e7057|bc1q2ec579b6d7ab4accb95e828d5998a6f0|bc1q19d0c5490c2a4f6ea2f63c1c0e9f686c,bc1qadd477ba3cd64f9fad5b01eaafc699ca|bc1qaf71ef4c55da45aaae0071a41e5abeb5|bc1q77b50d47936b4f5195cc1ae57b6ae18b,0.06515917|0.25120835|0.0436641,0.20346577|0.0195999|0.13611171,0.00085424,P2PKH,0,none
